No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date,month_name
22592,2015,9,28,7,36.0,41.0,2.0,54.0,700.0,34.0,17.3,1017.6,15.8,0.0,E,1.4,Aotizhongxin,2015-09-28,September
22593,2015,9,28,8,48.0,48.0,3.0,86.0,900.0,19.0,17.8,1018.7,15.1,0.0,ESE,1.6,Aotizhongxin,2015-09-28,September
22594,2015,9,28,9,75.0,80.0,6.0,73.0,1600.0,38.0,17.6,1019.6,15.2,0.2,E,2.1,Aotizhongxin,2015-09-28,September
22595,2015,9,28,10,91.0,91.0,8.0,62.0,2300.0,44.0,17.1,1020.0,15.1,0.0,E,1.8,Aotizhongxin,2015-09-28,September
22596,2015,9,28,11,78.0,78.0,7.0,61.0,2200.0,44.0,17.3,1019.5,14.8,0.1,E,2.6,Aotizhongxin,2015-09-28,September
22597,2015,9,28,12,53.0,53.0,9.0,55.0,2100.0,53.0,17.4,1020.0,13.5,0.0,ENE,2.3,Aotizhongxin,2015-09-28,September
22598,2015,9,28,13,54.0,54.0,10.0,68.0,2300.0,43.0,16.9,1020.1,14.7,0.3,NE,1.1,Aotizhongxin,2015-09-28,September
22599,2015,9,28,14,50.0,50.0,8.0,59.0,2000.0,48.0,17.2,1019.8,14.3,0.0,E,0.4,Aotizhongxin,2015-09-28,September
22600,2015,9,28,15,52.0,52.0,10.0,61.0,2000.0,51.0,17.5,1019.7,13.2,0.0,SW,1.0,Aotizhongxin,2015-09-28,September
22601,2015,9,28,16,52.0,52.0,9.0,70.0,1900.0,46.0,17.9,1020.2,13.4,0.0,W,1.0,Aotizhongxin,2015-09-28,September
22602,2015,9,28,17,51.0,51.0,7.0,71.0,1700.0,44.0,17.8,1020.6,14.7,0.0,E,0.8,Aotizhongxin,2015-09-28,September
22603,2015,9,28,18,47.0,47.0,7.0,72.0,1600.0,45.0,17.4,1020.6,13.9,0.0,ESE,0.9,Aotizhongxin,2015-09-28,September
22604,2015,9,28,19,82.77361082632765,110.06039131194316,17.37590140935861,59.305833186451636,1262.9451453977408,56.353358410556304,16.9,1021.0,13.8,0.0,NE,0.2,Aotizhongxin,2015-09-28,September
22605,2015,9,28,20,62.0,62.0,17.37590140935861,59.305833186451636,1262.9451453977408,56.353358410556304,16.8,1021.7,13.9,0.0,ESE,0.6,Aotizhongxin,2015-09-28,September
22606,2015,9,28,21,67.0,96.0,8.0,105.0,2700.0,2.0,15.7,1022.0,14.4,0.0,ENE,1.1,Aotizhongxin,2015-09-28,September
22607,2015,9,28,22,77.0,90.0,9.0,103.0,2700.0,2.0,15.5,1022.5,14.0,0.0,ENE,0.6,Aotizhongxin,2015-09-28,September
22608,2015,9,28,23,77.0,83.0,9.0,96.0,2300.0,2.0,15.7,1022.8,14.1,0.0,ESE,1.0,Aotizhongxin,2015-09-28,September
22609,2015,9,29,0,82.0,82.0,8.0,92.0,2200.0,2.0,15.5,1023.1,14.0,0.0,NE,0.9,Aotizhongxin,2015-09-29,September
22610,2015,9,29,1,80.0,80.0,8.0,92.0,2300.0,2.0,15.8,1023.4,14.2,0.0,NE,1.0,Aotizhongxin,2015-09-29,September
22611,2015,9,29,2,80.0,80.0,8.0,85.0,2100.0,2.0,15.6,1023.2,14.1,0.0,ENE,1.1,Aotizhongxin,2015-09-29,September
22612,2015,9,29,3,85.0,85.0,9.0,85.0,2100.0,2.0,15.6,1023.6,14.1,0.0,ENE,0.8,Aotizhongxin,2015-09-29,September
22613,2015,9,29,4,81.0,81.0,7.0,68.0,1900.0,2.0,15.5,1023.5,14.0,0.0,ENE,1.2,Aotizhongxin,2015-09-29,September
22614,2015,9,29,5,75.0,75.0,6.0,52.0,1700.0,2.0,15.3,1024.0,14.0,0.0,NE,0.7,Aotizhongxin,2015-09-29,September
22615,2015,9,29,6,70.0,70.0,17.37590140935861,46.0,1262.9451453977408,4.0,15.2,1024.7,13.7,0.3,E,0.4,Aotizhongxin,2015-09-29,September
22616,2015,9,29,7,64.0,64.0,5.0,43.0,1400.0,56.353358410556304,15.2,1025.2,13.6,0.0,NE,0.8,Aotizhongxin,2015-09-29,September
22617,2015,9,29,8,56.0,56.0,5.0,59.305833186451636,1300.0,10.0,15.1,1025.9,13.6,0.3,N,0.6,Aotizhongxin,2015-09-29,September
22618,2015,9,29,9,54.0,54.0,4.0,50.0,1400.0,7.0,15.7,1026.7,14.1,0.6,NNW,0.8,Aotizhongxin,2015-09-29,September
22619,2015,9,29,10,57.0,57.0,4.0,52.0,1400.0,8.0,15.5,1026.9,14.2,0.5,ENE,1.3,Aotizhongxin,2015-09-29,September
22620,2015,9,29,11,45.0,45.0,17.37590140935861,51.0,1300.0,14.0,15.4,1026.9,12.5,1.0,NW,1.0,Aotizhongxin,2015-09-29,September
22621,2015,9,29,12,44.0,44.0,3.0,48.0,1262.9451453977408,20.0,15.3,1026.1,13.8,2.3,ENE,2.0,Aotizhongxin,2015-09-29,September
22622,2015,9,29,13,37.0,37.0,4.0,40.0,1000.0,56.353358410556304,15.5,1025.8,13.5,0.0,ENE,1.6,Aotizhongxin,2015-09-29,September
22623,2015,9,29,14,34.0,34.0,4.0,59.305833186451636,900.0,28.0,15.1,1025.2,12.8,0.0,ENE,2.0,Aotizhongxin,2015-09-29,September
22624,2015,9,29,15,30.0,30.0,3.0,59.305833186451636,900.0,24.0,14.8,1025.1,13.0,0.9,ENE,1.5,Aotizhongxin,2015-09-29,September
22625,2015,9,29,16,31.0,31.0,3.0,55.0,900.0,21.0,14.7,1025.2,12.9,1.2,NNE,1.7,Aotizhongxin,2015-09-29,September
22626,2015,9,29,17,25.0,25.0,3.0,54.0,900.0,22.0,14.6,1024.9,13.5,0.5,NE,1.1,Aotizhongxin,2015-09-29,September
22627,2015,9,29,18,29.0,29.0,4.0,49.0,1000.0,26.0,14.4,1024.4,12.9,0.5,NNE,2.1,Aotizhongxin,2015-09-29,September
22628,2015,9,29,19,26.0,26.0,4.0,60.0,900.0,13.0,14.4,1024.5,12.3,0.1,NW,1.3,Aotizhongxin,2015-09-29,September
22629,2015,9,29,20,27.0,27.0,3.0,79.0,1100.0,3.0,14.6,1024.5,12.8,0.1,NNW,1.2,Aotizhongxin,2015-09-29,September
22630,2015,9,29,21,27.0,27.0,4.0,74.0,900.0,4.0,14.4,1024.6,12.6,0.4,NNW,1.7,Aotizhongxin,2015-09-29,September
22631,2015,9,29,22,24.0,24.0,3.0,67.0,900.0,7.0,13.9,1023.9,12.9,0.1,SE,0.3,Aotizhongxin,2015-09-29,September
22632,2015,9,29,23,25.0,25.0,3.0,71.0,900.0,2.0,13.8,1023.4,13.2,0.0,N,0.2,Aotizhongxin,2015-09-29,September
22633,2015,9,30,0,20.0,20.0,3.0,68.0,800.0,2.0,13.8,1022.4,13.5,0.3,E,1.1,Aotizhongxin,2015-09-30,September
22634,2015,9,30,1,23.0,23.0,3.0,68.0,800.0,2.0,13.8,1021.9,13.2,0.0,ENE,0.6,Aotizhongxin,2015-09-30,September
22635,2015,9,30,2,24.0,24.0,3.0,57.0,700.0,4.0,13.7,1021.5,12.4,0.5,NE,1.2,Aotizhongxin,2015-09-30,September
22636,2015,9,30,3,24.0,24.0,3.0,54.0,800.0,2.0,13.5,1020.3,12.9,0.0,ENE,1.1,Aotizhongxin,2015-09-30,September
22637,2015,9,30,4,21.0,21.0,3.0,57.0,800.0,2.0,13.5,1019.9,12.9,0.5,ESE,0.5,Aotizhongxin,2015-09-30,September
22638,2015,9,30,5,26.0,26.0,3.0,57.0,800.0,2.0,13.6,1019.3,13.1,0.0,SW,0.4,Aotizhongxin,2015-09-30,September
22639,2015,9,30,6,22.0,22.0,3.0,56.0,800.0,2.0,13.7,1019.3,13.1,0.0,WNW,0.4,Aotizhongxin,2015-09-30,September
22640,2015,9,30,7,18.0,18.0,3.0,52.0,800.0,2.0,13.9,1019.0,13.4,0.0,ENE,0.9,Aotizhongxin,2015-09-30,September
22641,2015,9,30,8,24.0,24.0,4.0,52.0,800.0,3.0,14.6,1018.4,13.6,0.0,ENE,0.8,Aotizhongxin,2015-09-30,September
22642,2015,9,30,9,35.0,35.0,5.0,56.0,1000.0,16.0,16.4,1018.1,13.1,0.1,NE,0.8,Aotizhongxin,2015-09-30,September
22643,2015,9,30,10,35.0,35.0,17.37590140935861,54.0,1000.0,25.0,18.2,1017.5,13.3,0.0,NW,1.1,Aotizhongxin,2015-09-30,September
22644,2015,9,30,11,33.0,33.0,17.37590140935861,41.0,800.0,46.0,18.7,1017.0,12.2,0.0,WSW,2.5,Aotizhongxin,2015-09-30,September
22645,2015,9,30,12,23.0,23.0,7.0,33.0,1262.9451453977408,65.0,19.7,1015.9,11.7,0.0,SW,2.3,Aotizhongxin,2015-09-30,September
22646,2015,9,30,13,27.0,27.0,6.0,32.0,1262.9451453977408,56.353358410556304,19.3,1014.5,12.3,0.0,SW,2.1,Aotizhongxin,2015-09-30,September
22647,2015,9,30,14,27.0,27.0,7.0,25.0,600.0,56.353358410556304,19.0,1013.2,11.8,0.0,SW,3.0,Aotizhongxin,2015-09-30,September
22648,2015,9,30,15,24.0,26.0,5.0,59.305833186451636,600.0,66.0,18.6,1012.2,11.9,0.0,SSW,2.0,Aotizhongxin,2015-09-30,September
22649,2015,9,30,16,29.0,29.0,6.0,59.305833186451636,600.0,62.0,18.2,1011.0,12.0,0.0,S,1.9,Aotizhongxin,2015-09-30,September
22650,2015,9,30,17,22.0,57.0,5.0,47.0,700.0,47.0,16.7,1010.4,12.8,0.6,SSW,1.7,Aotizhongxin,2015-09-30,September
22651,2015,9,30,18,31.0,49.0,4.0,70.0,900.0,19.0,16.1,1010.1,13.4,0.2,SW,1.6,Aotizhongxin,2015-09-30,September
22652,2015,9,30,19,36.0,46.0,3.0,74.0,1100.0,9.0,15.6,1010.8,14.0,1.1,WSW,1.4,Aotizhongxin,2015-09-30,September
22653,2015,9,30,20,41.0,41.0,3.0,54.0,1000.0,27.0,15.1,1009.6,14.1,4.3,S,1.4,Aotizhongxin,2015-09-30,September
22654,2015,9,30,21,32.0,32.0,3.0,45.0,900.0,34.0,14.8,1009.0,13.8,2.3,SW,1.0,Aotizhongxin,2015-09-30,September
22655,2015,9,30,22,30.0,30.0,3.0,44.0,800.0,33.0,14.6,1007.9,13.1,0.1,SSW,1.7,Aotizhongxin,2015-09-30,September
22656,2015,9,30,23,31.0,31.0,3.0,36.0,800.0,37.0,14.7,1007.3,13.2,0.0,SW,1.7,Aotizhongxin,2015-09-30,September
22657,2015,10,1,0,41.0,41.0,3.0,39.0,800.0,22.0,14.7,1006.9,13.7,0.0,W,1.7,Aotizhongxin,2015-10-01,October
22658,2015,10,1,1,45.0,45.0,4.0,48.0,900.0,7.0,14.9,1006.4,14.1,0.0,W,2.1,Aotizhongxin,2015-10-01,October
22659,2015,10,1,2,20.0,20.0,3.0,37.0,600.0,25.0,15.4,1006.3,11.6,0.0,WNW,3.0,Aotizhongxin,2015-10-01,October
22660,2015,10,1,3,3.0,5.0,3.0,5.0,200.0,55.0,16.0,1005.8,5.6,0.0,WNW,5.2,Aotizhongxin,2015-10-01,October
22661,2015,10,1,4,7.0,7.0,3.0,6.0,200.0,50.0,15.6,1005.8,4.3,0.0,NW,6.4,Aotizhongxin,2015-10-01,October
22662,2015,10,1,5,7.0,9.0,3.0,10.0,300.0,47.0,15.5,1007.4,1.6,0.0,NNW,7.7,Aotizhongxin,2015-10-01,October
22663,2015,10,1,6,3.0,5.0,3.0,11.0,200.0,59.0,14.7,1008.4,-1.4,0.0,N,6.3,Aotizhongxin,2015-10-01,October
22664,2015,10,1,7,82.77361082632765,5.0,3.0,14.0,200.0,64.0,14.5,1008.9,-0.8,0.0,NNW,4.1,Aotizhongxin,2015-10-01,October
22665,2015,10,1,8,82.77361082632765,11.0,3.0,15.0,200.0,59.0,15.3,1009.6,-0.5,0.0,NNW,6.0,Aotizhongxin,2015-10-01,October
22666,2015,10,1,9,4.0,21.0,4.0,17.0,300.0,56.0,16.4,1010.2,0.5,0.0,NNW,3.3,Aotizhongxin,2015-10-01,October
22667,2015,10,1,10,5.0,20.0,4.0,12.0,300.0,64.0,16.9,1010.6,1.3,0.0,WNW,6.9,Aotizhongxin,2015-10-01,October
22668,2015,10,1,11,3.0,11.0,5.0,12.0,300.0,69.0,17.6,1009.8,-0.7,0.0,WNW,9.2,Aotizhongxin,2015-10-01,October
22669,2015,10,1,12,8.0,32.0,4.0,11.0,300.0,74.0,18.5,1009.6,0.1,0.0,WNW,8.2,Aotizhongxin,2015-10-01,October
22670,2015,10,1,13,6.0,22.0,3.0,11.0,300.0,78.0,19.6,1008.7,-0.4,0.0,WNW,7.2,Aotizhongxin,2015-10-01,October
22671,2015,10,1,14,7.0,23.0,3.0,10.0,300.0,81.0,20.4,1008.2,0.8,0.0,NW,6.9,Aotizhongxin,2015-10-01,October
22672,2015,10,1,15,7.0,24.0,4.0,12.0,300.0,80.0,21.2,1008.0,0.4,0.0,NW,5.6,Aotizhongxin,2015-10-01,October
22673,2015,10,1,16,11.0,22.0,5.0,12.0,300.0,80.0,21.5,1007.9,1.2,0.0,WNW,6.8,Aotizhongxin,2015-10-01,October
22674,2015,10,1,17,12.0,25.0,5.0,15.0,300.0,77.0,21.4,1008.0,1.6,0.0,NW,5.6,Aotizhongxin,2015-10-01,October
22675,2015,10,1,18,11.0,30.0,5.0,25.0,400.0,65.0,20.2,1008.2,1.6,0.0,W,2.3,Aotizhongxin,2015-10-01,October
22676,2015,10,1,19,11.0,31.0,4.0,36.0,400.0,55.0,18.9,1008.8,2.7,0.0,SW,1.9,Aotizhongxin,2015-10-01,October
22677,2015,10,1,20,17.0,40.0,4.0,61.0,600.0,41.0,17.0,1009.0,4.0,0.0,W,1.5,Aotizhongxin,2015-10-01,October
22678,2015,10,1,21,22.0,55.0,4.0,100.0,800.0,8.0,16.2,1009.1,4.2,0.0,W,1.6,Aotizhongxin,2015-10-01,October
22679,2015,10,1,22,19.0,37.0,4.0,91.0,600.0,17.0,13.0,1009.0,6.8,0.0,WSW,0.6,Aotizhongxin,2015-10-01,October
22680,2015,10,1,23,30.0,63.0,5.0,102.0,800.0,3.0,12.2,1008.9,7.3,0.0,WNW,0.7,Aotizhongxin,2015-10-01,October
22681,2015,10,2,0,22.0,73.0,4.0,97.0,900.0,2.0,11.7,1008.7,7.4,0.0,WNW,0.8,Aotizhongxin,2015-10-02,October
22682,2015,10,2,1,29.0,56.0,4.0,87.0,1000.0,2.0,11.0,1008.6,7.7,0.0,W,0.5,Aotizhongxin,2015-10-02,October
22683,2015,10,2,2,24.0,61.0,2.0,83.0,1000.0,2.0,10.4,1008.2,8.2,0.0,SW,0.1,Aotizhongxin,2015-10-02,October
22684,2015,10,2,3,25.0,53.0,2.0,73.0,800.0,2.0,9.5,1007.9,7.4,0.0,E,0.6,Aotizhongxin,2015-10-02,October
22685,2015,10,2,4,19.0,31.0,2.0,72.0,700.0,56.353358410556304,10.5,1007.7,7.7,0.0,SE,0.6,Aotizhongxin,2015-10-02,October
22686,2015,10,2,5,17.0,42.0,2.0,67.0,600.0,2.0,9.7,1007.4,7.6,0.0,SW,0.2,Aotizhongxin,2015-10-02,October
22687,2015,10,2,6,20.0,42.0,2.0,68.0,600.0,2.0,9.4,1007.4,7.8,0.0,W,1.0,Aotizhongxin,2015-10-02,October
22688,2015,10,2,7,21.0,51.0,2.0,66.0,900.0,4.0,10.2,1007.5,8.3,0.0,SW,1.0,Aotizhongxin,2015-10-02,October
22689,2015,10,2,8,19.0,39.0,2.0,62.0,600.0,14.0,16.3,1007.8,7.2,0.0,WSW,1.6,Aotizhongxin,2015-10-02,October
22690,2015,10,2,9,20.0,48.0,2.0,46.0,500.0,34.0,19.4,1007.6,6.1,0.0,SSW,1.6,Aotizhongxin,2015-10-02,October
22691,2015,10,2,10,26.0,72.0,4.0,47.0,500.0,40.0,21.0,1007.4,6.1,0.0,SSW,1.3,Aotizhongxin,2015-10-02,October
22692,2015,10,2,11,22.0,71.0,3.0,39.0,500.0,56.0,23.1,1006.7,6.8,0.0,WNW,2.2,Aotizhongxin,2015-10-02,October
22693,2015,10,2,12,21.0,49.0,3.0,27.0,500.0,79.0,24.3,1006.0,5.6,0.0,WNW,3.5,Aotizhongxin,2015-10-02,October
22694,2015,10,2,13,16.0,34.0,2.0,16.0,400.0,96.0,25.5,1005.2,6.2,0.0,SSW,1.8,Aotizhongxin,2015-10-02,October
22695,2015,10,2,14,17.0,33.0,2.0,16.0,300.0,105.0,25.9,1004.5,5.5,0.0,SW,2.5,Aotizhongxin,2015-10-02,October
22696,2015,10,2,15,19.0,65.0,2.0,29.0,400.0,130.0,26.1,1004.3,5.1,0.0,SW,3.5,Aotizhongxin,2015-10-02,October
22697,2015,10,2,16,19.0,58.0,2.0,29.0,400.0,117.0,25.8,1004.2,5.4,0.0,SW,3.7,Aotizhongxin,2015-10-02,October
22698,2015,10,2,17,19.0,56.0,2.0,38.0,400.0,102.0,25.1,1004.2,4.2,0.0,WSW,3.3,Aotizhongxin,2015-10-02,October
22699,2015,10,2,18,21.0,78.0,3.0,61.0,500.0,84.0,23.6,1004.6,5.5,0.0,WSW,3.2,Aotizhongxin,2015-10-02,October
22700,2015,10,2,19,29.0,111.0,4.0,63.0,600.0,84.0,22.8,1005.5,7.7,0.0,WSW,3.0,Aotizhongxin,2015-10-02,October
22701,2015,10,2,20,42.0,129.0,4.0,78.0,700.0,63.0,21.8,1006.6,9.0,0.0,WSW,2.2,Aotizhongxin,2015-10-02,October
22702,2015,10,2,21,43.0,117.0,4.0,118.0,1000.0,18.0,19.6,1007.8,9.8,0.0,W,1.5,Aotizhongxin,2015-10-02,October
22703,2015,10,2,22,39.0,108.0,2.0,121.0,1000.0,3.0,18.5,1008.9,9.8,0.0,WNW,1.5,Aotizhongxin,2015-10-02,October
22704,2015,10,2,23,47.0,132.0,2.0,115.0,1300.0,3.0,16.9,1009.8,8.8,0.0,NNW,1.5,Aotizhongxin,2015-10-02,October
22705,2015,10,3,0,46.0,93.0,2.0,104.0,1300.0,4.0,15.6,1010.6,9.0,0.0,NE,0.5,Aotizhongxin,2015-10-03,October
22706,2015,10,3,1,19.0,21.0,2.0,85.0,500.0,13.0,20.7,1011.3,4.3,0.0,NW,2.4,Aotizhongxin,2015-10-03,October
22707,2015,10,3,2,10.0,23.0,2.0,73.0,400.0,20.0,19.0,1012.6,5.1,0.0,ENE,2.6,Aotizhongxin,2015-10-03,October
22708,2015,10,3,3,11.0,25.0,2.0,62.0,300.0,26.0,14.1,1013.4,6.9,0.0,ESE,1.2,Aotizhongxin,2015-10-03,October
22709,2015,10,3,4,14.0,32.0,2.0,58.0,300.0,26.0,13.3,1014.1,7.3,0.0,NE,0.8,Aotizhongxin,2015-10-03,October
22710,2015,10,3,5,10.0,24.0,2.0,62.0,300.0,19.0,11.4,1014.8,7.9,0.0,NE,0.2,Aotizhongxin,2015-10-03,October
22711,2015,10,3,6,8.0,41.0,2.0,62.0,400.0,10.0,9.9,1015.1,7.5,0.0,NE,1.1,Aotizhongxin,2015-10-03,October
22712,2015,10,3,7,13.0,31.0,2.0,70.0,500.0,2.0,11.6,1015.4,8.6,0.0,SE,0.8,Aotizhongxin,2015-10-03,October
22713,2015,10,3,8,14.0,45.0,2.0,66.0,600.0,7.0,17.2,1016.4,6.4,0.0,ESE,1.9,Aotizhongxin,2015-10-03,October
22714,2015,10,3,9,17.0,34.0,2.0,61.0,600.0,22.0,19.3,1017.1,5.7,0.0,E,1.4,Aotizhongxin,2015-10-03,October
22715,2015,10,3,10,14.0,22.0,2.0,46.0,500.0,44.0,20.2,1017.7,7.9,0.0,S,1.6,Aotizhongxin,2015-10-03,October
22716,2015,10,3,11,20.0,69.0,4.0,46.0,700.0,55.0,21.5,1017.6,6.2,0.0,SSW,2.0,Aotizhongxin,2015-10-03,October
22717,2015,10,3,12,27.0,75.0,7.0,48.0,900.0,62.0,22.4,1017.2,6.6,0.0,SSW,2.8,Aotizhongxin,2015-10-03,October
22718,2015,10,3,13,26.0,78.0,6.0,42.0,700.0,85.0,23.6,1016.3,6.8,0.0,S,2.3,Aotizhongxin,2015-10-03,October
22719,2015,10,3,14,26.0,69.0,5.0,32.0,700.0,99.0,24.0,1015.6,7.2,0.0,S,2.1,Aotizhongxin,2015-10-03,October
22720,2015,10,3,15,26.0,59.0,4.0,33.0,700.0,99.0,24.1,1015.4,7.7,0.0,SW,3.4,Aotizhongxin,2015-10-03,October
22721,2015,10,3,16,23.0,78.0,6.0,33.0,700.0,108.0,24.1,1015.3,8.1,0.0,SW,4.2,Aotizhongxin,2015-10-03,October
22722,2015,10,3,17,27.0,112.0,7.0,40.0,800.0,116.0,23.5,1015.8,9.5,0.0,SW,3.6,Aotizhongxin,2015-10-03,October
22723,2015,10,3,18,36.0,120.0,6.0,55.0,900.0,104.0,22.7,1016.2,10.2,0.0,SW,3.2,Aotizhongxin,2015-10-03,October
22724,2015,10,3,19,39.0,128.0,5.0,62.0,1000.0,93.0,21.6,1016.5,10.1,0.0,S,1.3,Aotizhongxin,2015-10-03,October
22725,2015,10,3,20,48.0,116.0,5.0,68.0,1000.0,82.0,20.7,1017.1,10.2,0.0,S,1.3,Aotizhongxin,2015-10-03,October
22726,2015,10,3,21,52.0,113.0,5.0,91.0,1100.0,53.0,16.6,1017.6,11.7,0.0,SE,0.6,Aotizhongxin,2015-10-03,October
22727,2015,10,3,22,56.0,122.0,4.0,118.0,1200.0,21.0,18.3,1018.1,11.1,0.0,S,1.0,Aotizhongxin,2015-10-03,October
22728,2015,10,3,23,63.0,168.0,2.0,131.0,1300.0,5.0,15.2,1018.1,12.1,0.0,NNW,0.4,Aotizhongxin,2015-10-03,October
22729,2015,10,4,0,58.0,125.0,3.0,122.0,1300.0,4.0,14.2,1018.5,12.1,0.0,ENE,0.7,Aotizhongxin,2015-10-04,October
22730,2015,10,4,1,63.0,153.0,2.0,112.0,1600.0,2.0,14.1,1018.7,12.0,0.0,ENE,0.8,Aotizhongxin,2015-10-04,October
22731,2015,10,4,2,63.0,137.0,2.0,102.0,1300.0,2.0,13.1,1018.8,11.8,0.0,NE,0.9,Aotizhongxin,2015-10-04,October
22732,2015,10,4,3,69.0,126.0,2.0,93.0,1300.0,2.0,12.7,1019.1,11.4,0.0,NE,0.6,Aotizhongxin,2015-10-04,October
22733,2015,10,4,4,67.0,114.0,2.0,89.0,1300.0,56.353358410556304,12.7,1019.0,11.6,0.0,NE,1.0,Aotizhongxin,2015-10-04,October
22734,2015,10,4,5,62.0,103.0,2.0,81.0,1300.0,2.0,12.7,1019.5,11.8,0.0,E,0.9,Aotizhongxin,2015-10-04,October
22735,2015,10,4,6,67.0,91.0,2.0,79.0,1300.0,2.0,12.2,1019.6,11.4,0.0,NE,0.2,Aotizhongxin,2015-10-04,October
22736,2015,10,4,7,55.0,85.0,2.0,77.0,1300.0,2.0,12.5,1020.0,11.9,0.0,E,1.0,Aotizhongxin,2015-10-04,October
22737,2015,10,4,8,58.0,100.0,2.0,78.0,1400.0,3.0,14.3,1020.4,12.0,0.0,ENE,1.0,Aotizhongxin,2015-10-04,October
22738,2015,10,4,9,58.0,102.0,3.0,73.0,1300.0,8.0,16.2,1020.6,12.2,0.0,ENE,1.3,Aotizhongxin,2015-10-04,October
22739,2015,10,4,10,63.0,110.0,5.0,76.0,1300.0,12.0,18.5,1020.6,11.6,0.0,NE,1.0,Aotizhongxin,2015-10-04,October
22740,2015,10,4,11,77.0,121.0,9.0,84.0,1600.0,25.0,19.7,1020.0,12.0,0.0,E,1.1,Aotizhongxin,2015-10-04,October
22741,2015,10,4,12,92.0,137.0,14.0,91.0,1600.0,42.0,21.4,1019.1,12.5,0.0,NW,0.7,Aotizhongxin,2015-10-04,October
22742,2015,10,4,13,106.0,141.0,16.0,98.0,1700.0,62.0,22.9,1017.9,12.2,0.0,NW,1.0,Aotizhongxin,2015-10-04,October
22743,2015,10,4,14,117.0,151.0,20.0,103.0,1700.0,84.0,24.2,1016.9,12.2,0.0,ESE,1.2,Aotizhongxin,2015-10-04,October
22744,2015,10,4,15,130.0,152.0,21.0,104.0,1700.0,119.0,24.7,1016.3,10.9,0.0,SSE,1.5,Aotizhongxin,2015-10-04,October
22745,2015,10,4,16,156.0,211.0,22.0,104.0,1500.0,154.0,24.5,1016.2,10.4,0.0,SSW,1.9,Aotizhongxin,2015-10-04,October
22746,2015,10,4,17,180.0,221.0,27.0,76.0,1400.0,209.0,23.7,1016.1,10.7,0.0,SSW,1.6,Aotizhongxin,2015-10-04,October
22747,2015,10,4,18,193.0,245.0,22.0,89.0,1400.0,187.0,20.1,1016.4,13.1,0.0,NE,0.2,Aotizhongxin,2015-10-04,October
22748,2015,10,4,19,217.0,277.0,15.0,116.0,1900.0,139.0,17.5,1016.7,13.6,0.0,NE,0.3,Aotizhongxin,2015-10-04,October
22749,2015,10,4,20,224.0,266.0,7.0,132.0,2400.0,93.0,17.0,1016.8,13.5,0.0,ENE,0.1,Aotizhongxin,2015-10-04,October
22750,2015,10,4,21,220.0,258.0,3.0,203.0,2400.0,17.0,16.2,1017.0,13.7,0.0,NE,0.8,Aotizhongxin,2015-10-04,October
22751,2015,10,4,22,208.0,257.0,3.0,193.0,2300.0,3.0,15.5,1017.3,13.5,0.0,ENE,1.1,Aotizhongxin,2015-10-04,October
22752,2015,10,4,23,193.0,216.0,2.0,164.0,1900.0,5.0,15.0,1017.3,13.4,0.0,NNE,1.1,Aotizhongxin,2015-10-04,October
22753,2015,10,5,0,185.0,199.0,2.0,155.0,1900.0,2.0,14.8,1017.2,13.3,0.0,NNW,0.7,Aotizhongxin,2015-10-05,October
22754,2015,10,5,1,176.0,182.0,2.0,148.0,1800.0,2.0,14.3,1016.9,13.0,0.0,E,1.1,Aotizhongxin,2015-10-05,October
22755,2015,10,5,2,161.0,164.0,2.0,141.0,1800.0,2.0,13.7,1016.8,12.9,0.0,E,0.9,Aotizhongxin,2015-10-05,October
22756,2015,10,5,3,161.0,161.0,2.0,132.0,1800.0,2.0,13.3,1016.4,12.5,0.0,E,0.7,Aotizhongxin,2015-10-05,October
22757,2015,10,5,4,160.0,160.0,2.0,123.0,1800.0,2.0,12.9,1016.1,12.4,0.0,ENE,0.9,Aotizhongxin,2015-10-05,October
22758,2015,10,5,5,163.0,163.0,2.0,122.0,1700.0,2.0,13.3,1016.4,12.5,0.0,E,1.3,Aotizhongxin,2015-10-05,October
22759,2015,10,5,6,166.0,166.0,2.0,112.0,1700.0,2.0,12.6,1016.0,12.1,0.0,E,0.8,Aotizhongxin,2015-10-05,October
22760,2015,10,5,7,160.0,160.0,2.0,109.0,1700.0,2.0,12.4,1016.0,12.1,0.0,ENE,0.6,Aotizhongxin,2015-10-05,October
22761,2015,10,5,8,180.0,180.0,2.0,113.0,1700.0,2.0,14.2,1016.1,13.4,0.0,ENE,0.9,Aotizhongxin,2015-10-05,October
22762,2015,10,5,9,181.0,181.0,2.0,103.0,1700.0,19.0,16.5,1016.1,13.0,0.0,NE,1.3,Aotizhongxin,2015-10-05,October
22763,2015,10,5,10,199.0,202.0,7.0,101.0,1800.0,35.0,18.5,1015.9,13.6,0.0,NE,1.4,Aotizhongxin,2015-10-05,October
22764,2015,10,5,11,226.0,241.0,18.0,65.0,2000.0,106.0,20.1,1015.6,14.0,0.0,E,0.9,Aotizhongxin,2015-10-05,October
22765,2015,10,5,12,245.0,254.0,21.0,77.0,2200.0,121.0,21.6,1014.4,14.3,0.0,WSW,0.8,Aotizhongxin,2015-10-05,October
22766,2015,10,5,13,237.0,237.0,22.0,75.0,2300.0,160.0,23.0,1013.1,14.0,0.0,SW,1.1,Aotizhongxin,2015-10-05,October
